name,description,manufacturer,price,cluster_label,is_outlier
GN Jabra BT5010 Wireless Earset,Jabra BT5010 Bluetooth Headset,Jabra,$26.37,-1,True
Olympus DS-40 512MB Digital Voice Recorder - 141910,512MB Flash Memory - LCD - Portable,Olympus,$110.24,-1,True
Netgear ProSafe GS724TP 24 Port Smart Switch with PoE - GS724TP-100NAS,"22 x 10/100/1000Base-T LAN, 2 x 10/100/1000Base-T LAN",Netgear,,0,False
Sony SLVD380P DVD/VCR Combo,"VHS, DVD-R, CD-R - DVD Video, MP3 Playback - Progressive Scan",Sony,,5,False
Sony DVPNS57P DVD Player - DVPNS57PB,"DVD+RW, DVD-RW, DVD+R, DVD-R, CD-RW - DVD Video, SVCD, Video CD, JPEG, MP3 Playback - 1 Disc(s) - Progressive Scan - Black",Sony,$39.00,-1,True
Nikon EN-EL10 No-Mem Lithium-Ion Camera Battery - 25752,Lithium Ion (Li-Ion) - 3.7V DC - Photo Battery,Nikon,$21.26,-1,True
Kensington ComboSaver Ultra Notebook Lock - K64516US,Combosaver Ultra Combination Notebook Lock,Kensington,,3,False
Canon Speedlite 580EX II Flash Light - 1946B002,"TTL, E-TTL",Canon,,5,False
Canon FAX-JX200 Fax Machine - 1735B002AA,Monochrome Copier - 1.33 cpm Mono - Inkjet,Canon,,5,False
Canon PG-40 Twin Pack Black Ink Cartridge - 0615B013,Black,Canon,,5,False
Yamaha NX-U10 USB Powered Stereo Speaker - NX-U10SL,2.0-channel - Silver,Yamaha,,21,False
LaCie Big Disk Ethernet Network Storage Server - 301239U,LaCie Ethernet Big Disk 2TB USB 2.0 16MB 7200RPM Network Attached Storage,LACIE,,2,False
Kenwood iPod Direct Cable - kcaip200,"1 x Proprietary - 1 x Mini-phone Stereo, 1 x Type A",Kenwood,$19.72,-1,True
Kenwood iPod-Video Direct Adapter - KCAiP300V,"Proprietary Male to Type A Male USB, 2 x Mini-phone Male - 4.92ft",Kenwood,$26.00,-1,True
Sony MDR-Q68LW Stereo Earphone - MDRQ68LW,- Stereo,Sony,$19.05,-1,True
Logitech Digital Precision PC Gaming Headset - 981-000040,Logitech Digital Precision PC Headset,Logitech,$31.99,-1,True
Logitech QuickCam Pro 9000 Webcam - 960-000048,Logitech QuickCam Pro 9000,Logitech,,6,False
Audiovox XMCK5P EXPRESSEZ Satellite Radio - XMCK5P,Audiovox Xpress EZ XM Radio Receiver with Vehicle Kit,Audiovox,,13,False
Monster Cable iFreePlay Cordless Headphone - AI SH HPHONE,Connectivity: Wireless - Stereo - Behind-the-neck,Monster Cable,,-1,True
LaCie Big Disk Extreme+ Hard Drive - 301199U,LaCie Big Disk Extreme 1TB Hard Drive - Triple Interface (USB 2.0 & FireWire 400/800) External Hard Drive,LACIE,,2,False
Audiovox Satellite Radio Tuner,TERK XMRVRFM002 CommanderMT Universal In-Car XM Receiver,Xm,,-1,True
Uniden DECT 6.0 1.9GHz Cordless Phone - DECT2080-2,1 x Phone Line(s),Uniden,$46.72,-1,True
Garmin Suction cup mount/12-volt adapter kit - 010-10979-00,Navigator Starter Kit,Garmin,,15,False
Nikon Digital Camera Leather Case - 5811,Leather - Black,Nikon,$7.99,-1,True
Logitech V470 Cordless Laser Mouse for Notebooks - 910-000298,Logitech V470 Bluetooth Notebook Mouse - Blue,Logitech,,6,False
Sony VRDMC5 Digital Video Recorder,"DVD+RW, DVD-RW, DVD+R, Memory Stick, Memory Stick Duo, Secure Digital (SD) Card, xD-Picture Card, CompactFlash (CF) - DVD Video, MP3 - 1 Disc - 12Hour Recording",Sony,$166.29,-1,True
Logitech MX Air Rechargeable Cordless Air Mouse - 931633-0403,Laser - USB,Logitech,,6,False
Monster Cable iCable A IC MINI IP-3 S Audio Stereo Cable - 123870,1 x Mini-phone Stereo - 1 x Mini-phone Stereo - 3ft,Monster,,-1,True
Bracketron iPod Docking Kit,Bracketron IPM-202-BL Pro Series iPod Docking Kit,Bracketron,$4.65,-1,True
Bracketron Nav-Mat Portable GPS Dash Mount - UFM-100-BL,Bracketron Nav-Mat - Portable GPS Dash Mount,Bracketron,,5,False
Canon PIXMA MX310 Multifunction Photo Printer - 2184B002,"Canon PIXMA MX310 Office All-in-One Printer, Scanner, Copier and Fax with High-Speed Auto Document Feeder",Canon,$89.99,-1,True
Canon PIXMA MX700 Multifunction Photo Printer - 2186B002,Canon Pixma MX700 Office All-in-One Printer,Canon,,5,False
Canon CanonScan 8800F Flatbed Scanner - 2168B002,Canon CanoScan 8800F,Canon,$235.50,-1,True
Peerless SmartMount 700 Series Articulating Wall Arm,Peerless SA745PU - Articulating Wall Arm for 32' to 45' LCD and Plasma Screens - Piano Black,Peerless,,10,False
Peerless SmartMount 700 Series Articulating Wall Arm,Peerless SA750PU - Articulating Wall Arm for 32' to 50' LCD and Plasma Screens - Piano Black,Peerless,,10,False
Sony LCS-TWA/R Cyber-shot Camera Case,Top Loading - Leather - Red,Sony,$27.92,-1,True
Sony LCS-TWA/B Cyber-shot Camera Case - LCSTWA/B,Top Loading - Leather - Black,Sony,$34.00,5,False
Denon AVR-3808CI A/V Receiver - AVR3808CI,"Dolby Pro Logic IIx, Dolby Digital Surround, DTS-ES, DTS Neo:6, DTS 96/24, Neural SurroundFM, AM, XM",Denon,"$1,698.00",22,False
Denon AVR-4308CI A/V Receiver - AVR4308CI,"Dolby Pro Logic IIx, Dolby Digital Surround, DTS-ES, DTS Neo:6, DTS 96/24, Neural SurroundFM, AM, XM",Denon,"$1,849.77",22,False
Canon EOS 40D Digital SLR Camera - 1901B004,Canon EOS 40D 10 Megapixel Digital SLR Camera - Body Only,Canon,$849.95,-1,True
Canon EOS 40D Digital SLR Camera with EF 28-135mm f/3.5-5.6 IS USM Lens - 1901B017,Canon EOS 40D Digital SLR Camera with 28-135mm Lens,Canon,"$1,029.88",-1,True
Canon PSC-1000 Semi-Hard Leather Case - 2350B001,Leather - Burgundy,Canon,$16.97,-1,True
LaCie Little Disk Hard Drive - 301278,LaCie Little Disk 250GB USB 2.0 5400RPM Portable External Hard Drive,LACIE,$79.99,-1,True
Apple iPod Shuffle 1GB MP3 Player - MB226LL/A,1GB Flash Memory - Silver,Apple,,-1,True
Speck Products ToughSkin for iPod classic - IC-BLK-TS,Rubber - Black,Speck Products,$12.95,-1,True
Sony Universal Remote Control - RM-EZ4,"TV, Cable Box - Universal Remote",Sony,$12.72,-1,True
Klipsch RoomGroove Wireless iPod Speaker System - 1006602,Black,Klipsch,$199.99,-1,True
Sony 2GB Memory Stick Micro (M2) - MSA2GD,2 GB,Sony,,5,False
Sony HDMI Mini Cable - VMC30MHD,1 x Mini Type C HDMI - 1 x Type A HDMI - 10ft,Sony,$36.95,-1,True
Linksys Ultra RangePlus Dual Band Wireless-N PC Card - WPC600N,PC Card,LINKSYS,$44.08,-1,True
Klipsch Groove PM20 Computer Speakers - 1007596,Groove PM20 Computer Speakers,Klipsch,,-1,True
Sony High Definition HDMI to Mini-HDMI Cable - VMC15MHD,1 x HDMI - 1 x mini-HDMI - 4.92ft,Sony,$26.95,-1,True
Sony InfoLITHIUM D-Type NP-FD1 Digital Camera Battery - NPFD1,Lithium Ion (Li-Ion) - 4.2V DC - Photo Battery,Sony,$41.72,-1,True
Sony LCJ-THC/B Jacket Case with Stylus - LCJ-THC/W,Leather - White,Sony,$35.08,-1,True
Sony LCS-CSJ Soft Camera Case - LCSCSJ,Top Loading - Polyamide - Black,Sony,,5,False
Sony LCS-CSQ Soft Cyber-shot Camera Case - LCSCSQ/B,Top Loading - Polyamide - Black,Sony,,5,False
Peerless SS550P Flat Panel TV Stand,Glass - Black,Peerless,,10,False
Sony LFV30 Network Media Player,"Ethernet, Wi-Fi",Sony,$172.47,-1,True
Transcend 4GB CompactFlash Card (133x) - TS4GCF133,Transcend 4GB CompactFlash Memory Card (133x),TRANSCEND INFORMATION,,23,False
Transcend 8GB Compact Flash Card (133x) - TS8GCF133,Transcend 8GB CompactFlash Card (133x),TRANSCEND INFORMATION,,23,False
Microsoft Office:mac 2008 Home and Student Edition - GZA-00006,Office Mac Home & Student 2008,Microsoft,,-1,True
Contour Showcase Classic for iPod classic 80 GB - SH-CLS80-B02,"Plastic, Rubber - Clear",Contour,,-1,True
Sony LCS-CSL Cyber-shot Camera Case,Top Loading - Leather - Black,Sony,,5,False
Panasonic KX-TGA820B Cordless Handset,Black,Panasonic,$39.76,-1,True
Panasonic KX-TG8232B Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$79.99,5,False
Panasonic PT-AX200U Home Theater Projector,1280 x 720 WXGA - 10.8lb,Panasonic,$999.00,-1,True
Sirius Sportster 5 Radio with Vehicle Kit,SIRIUS SP5TK1 Sportster 5 Dock & Play Radio with Car Kit,Sirius,$131.99,-1,True
Griffin iTrip FM Transmitter - 4052-TRPSEB,30ft,Griffin,,18,False
Canon PSC-1000 Semi-Hard Leather Case - 2349B001,Canon PSC-1000 Deluxe Grey Leather Case,Canon,$19.99,-1,True
Apple Mac mini Desktop - MB138LL/A,"Intel Core 2 Duo T5600 1.83GHz - 1GB DDR2 SDRAM - 80GB - Combo Drive (CD-RW/DVD-ROM) - Bluetooth, Gigabit Ethernet, Wi-Fi - Mac OS X 10.5 Leopard - Small Desktop",Apple,$574.99,-1,True
Nikon D300 Digital SLR Camera - 25432,12.3 Megapixel - 3' Active Matrix TFT Color LCD,Nikon,"$1,521.09",-1,True
Yamaha YST-FSW150 Subwoofer - YST-FSW150BL,Yamaha New shaped subwoofers with Advanced YST II and Down-Firing Active design (130W),Yamaha,,21,False
Yamaha YSTFSW100 Subwoofer - YST-FSW100BL,Yamaha YST-FSW100 6.5' 130-Watt Powered Sub-woofer- Black,Yamaha,,21,False
Yamaha SPM-K30 Mounting Installation Bracket - SPM-K30,"Wall Mount Bracket for the Yamaha Digital Sound Projectors, models YSP-4000, YSP-3000, YSP-900 and YSP-800",Yamaha,,21,False
Linksys RangePlus WRT160N 4-Port Wireless-N Broadband Router - WRT160N,Linksys Ultra RangePlus Wireless-N Broadband Router,LINKSYS,,0,False
Linksys Wireless-G Internet Video Camera - WVC54GCA,"CMOS - Wireless Wi-Fi, Wireless Wi-Fi, Cable, Cable",LINKSYS,,0,False
Linksys WGA600N Wireless Gaming Adapter,54Mbps,LINKSYS,,0,False
LaCie USB 2.0 External Hard Drive - 301304U,LaCie 1TB USB 2.0 7200RPM Desktop External Hard Drive - Design by Neil Poulton,LACIE,,2,False
LaCie USB 2.0 External Hard Drive - 301302U,LaCie 500GB USB 2.0 7200RPM Desktop External Hard Drive - Design by Neil Poulton,LACIE,$86.95,-1,True
Linksys WUSB600N Dual-Band Wireless-NUSB Network Adapter - WUSB600N,Linksys Dual-Band Wireless-N USB Network Adapter,LINKSYS,,0,False
Sony VCL-DH1774 Telephoto Lens - VCLDH1774,Black,Sony,,5,False
Griffin iTrip AutoPilot FM Transmitter - 4046-TRPAUTOC,3 x FM,Griffin,,18,False
Logitech Harmony One Advanced Universal Remote Control - 915-000035,Logitech Harmony One Advanced Universal Remote,Logitech,$179.99,-1,True
LaCie Little Disk Hard Drive - 301829,LaCie 320GB Little Disk USB 2.0 5400RPM Portable External Hard Drive,LACIE,,2,False
LaCie d2 Quadra Hard Drive - 301825U,"500GB - 7200rpm - Serial ATA/300, IEEE 1394b, IEEE 1394a, USB 2.0 - External SATA, FireWire, FireWire, USB - External",LACIE,$138.88,-1,True
Canon VIXIA HF100 High Definition Digital Camcorder - 2708B001,Canon VIXIA HF100 High Definition Camcorder,Canon Camcorders,$529.00,-1,True
Canon DC320 Digital Camcorder - 2691B001,Canon DC320 DVD Digital Camcorder,Canon,$299.99,-1,True
Canon VIXIA HF10 High Definition Digital Camcorder - 2573B001,Canon VIXIA HF10 High Definition Camcorder,Canon,$638.09,-1,True
Canon FS10 Digital Camcorder - 2686B001,Canon FS10 Dual Flash Memory Camcorder,Canon Camcorders,$341.72,-1,True
Canon FS11 Digital Camcorder - 2685B001,Canon FS11 Flash Memory Camcorder,Canon Camcorders,$405.97,-1,True
Canon FS100 Digital Camera - 2699B001,Canon FS100 Flash Memory Camcorder,Canon Camcorders,$299.95,-1,True
Sharp AQUOS LC37D44U 37' LCD TV - LC37D44U,Sharp AQUOS LC-37D44U - 37' Widescreen LCD HDTV - 7500:1 Dynamic Contrast Ratio - 6ms Response Time,Sharp,,24,False
Toshiba SD-4100 DVD Player,"DVD+RW, DVD-RW, DVD-R, CD-RW - DVD Video, Video CD, SVCD, MP3, JPEG Playback - Progressive Scan",Toshiba,$39.36,-1,True
Panasonic KX-TG4323B 5.8 GHz Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,,5,False
Panasonic KX-TG4324B 5.8 GHz Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,$78.33,5,False
Panasonic KX-TGA630S Cordless Handset,Silver Pearl - Wall-mountable,Panasonic,$28.34,-1,True
Samsung TR72B TV Stand,Glass - Black,Samsung,$232.14,-1,True
Logitech Cordless Desktop MX 5500 Revolution Keyboard and Mouse - 920-000383,Logitech Cordless Desktop MX 5500 Revolution,Logitech,,6,False
Speck Products SeeThru Case for Apple iMac LCD - IM20-AQU-SEE,Aqua,Speck Products,,25,False
Panasonic Palmcorder SDR-H40 Digital Camcorder,"Panasonic SDR-H40 40GB Hard Disk Drive/SD Hybrid Camcorder with 42x Optical Zoom, Optical Image Stabilization, One-Touch DVD Copy, and Anti-Shock Shield",Panasonic,$328.88,-1,True
Elgato EyeTV 250 Plus TV Tuner - 10020780,Elgato EyeTV 250 Plus Video Converter and TV Tuner for Analog and HDTV Reception,ELGATO SYSTEMS,,26,False
Elgato EyeTV Hybrid Analog/Digital TV Tuner Stick - 10020630,Elgato EyeTV Hybrid TV Tuner Stick for Analog and HDTV Reception - USB,ELGATO SYSTEMS,,26,False
Nikon Coolpix S550 Digital Camera - Plum - 26110,10 Megapixel - 16:9 - 4x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Nikon,,27,False
Nikon Coolpix S550 Digital Camera - Graphite Black - 26108,10 Megapixel - 16:9 - 4x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Nikon,$168.72,27,False
Nikon Coolpix S210 Digital Camera - Plum - 26103,"Nikon COOLPIX S210 8 Megapixel Digital Camera with 3x Optical Zoom-NIKKOR, ISO2000, 2.5' LCD & VR Image Stabilization - Plum",Nikon,$118.72,-1,True
Nikon Coolpix S550 Digital Camera - Cool Blue - 26109,10 Megapixel - 16:9 - 4x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Nikon,$169.95,27,False
Canon PowerShot A590 IS Digital Camera - 2462B001,"Canon PowerShot A590 IS 8 Megapixels, 4x Optical Zoom, 2.5' LCD, ISO 1600 Digital Camera",Canon,,5,False
Canon PowerShot SD1100 IS Digital ELPH Camera - Swing Silver - 2508B001,"Canon PowerShot SD1100 IS 8 Megapixels, ISO 1600, 3x Optical Zoom Digital Camera - Swing Silver",Canon,,5,False
Canon PowerShot SD1100 IS Digital ELPH Camera - Melody Pink - 2509B001,"Canon PowerShot SD1100 IS 8 Megapixels, ISO 1600, 3x Optical Zoom Digital Camera - Pink Melody",Canon,,5,False
Canon PowerShot SD1100 IS Digital ELPH Camera - Rhythm & Blue - 2512B001,"Canon PowerShot SD1100 IS 8 Megapixels, ISO 1600, 3x Optical Zoom Digital Camera - Rhythm & Blue",Canon,,5,False
Toshiba D-R410 DVD Player/Recorder,Toshiba D-R410 - DVD Recorder w/ 1080p Upconversion,Toshiba,,28,False
Toshiba D-VR610 DVD VCR Combo,Toshiba D-VR610 - DVD Recorder/VCR Combo,Toshiba,,28,False
Toshiba D-R560 DVD Player/Recorder,Toshiba D-R560 - DVD Recorder w/ Built in Digital Tuner,Toshiba,,28,False
Toshiba D-VR660 DVD/VCR Combo,Toshiba D-VR660 DVD Recorder/VCR Combo w/ Built-In Digital Tuner,Toshiba,,28,False
Toshiba SD-6100 DVD Player,Toshiba SD-6100 - DVD Player w/ 1080p Upconversion,Toshiba,,28,False
Canon PIXMA MX850 Multifunction Photo Printer - 2436B002,Canon PIXMA MX850 Office All-In-One Printer,Canon,,5,False
Sharp AQUOS LC-32D64U 32' LCD TV,"32' - Active Matrix TFT - ATSC, NTSC - 135 Channels - 1920 x 1080 - HDTV",Sharp,,24,False
Sony Handycam HDR-SR11 High Definition Digital Camcorder - HDRSR11,16:9 - 3.2' Color LCD,Sony,$666.41,29,False
Plantronics .Audio 920 Wireless Earset - 78592-01,PLANTRONICS 920 .AUDIO DIGITAL USB PC HEADSET,Plantronics,,-1,True
Panasonic Viera TH-50PX80U 50' Plasma TV,"50' - ATSC, NTSC - 16:9 - 1366 x 768 - Surround - HDTV",Panasonic,,5,False
Panasonic Viera TH-42PZ85U 42' Plasma TV,"42' - ATSC, NTSC - 16:9 - 1920 x 1080 - Surround - HDTV",Panasonic,,5,False
Panasonic VIERA TH-50PZ85U 50' Plasma TV,"50' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Panasonic,"$1,499.00",30,False
Panasonic Viera TH-46PZ85U 46' Plasma TV,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - Surround - HDTV",Panasonic,"$1,149.99",31,False
Panasonic Viera TH-50PZ80U 50' Plasma TV,"50' - ATSC, NTSC - 16:9 - 1920 x 1080 - Surround - HDTV",Panasonic,"$1,364.96",-1,True
Panasonic Viera TH-46PZ80U 46' Plasma TV,"46' - ATSC, NTSC - 16:9 - 1920 x 1080 - Surround - HDTV",Panasonic,"$1,249.94",31,False
Panasonic Viera TH-42PX80U 42' Plasma TV,"42' - ATSC, NTSC - 16:9 - 1024 x 768 - Surround - HDTV",Panasonic,$749.00,-1,True
Sony RDRVXD655 DVD/VCR Combo,"S-VHS, VHS, DVD+RW, DVD-RW, DVD+R, DVD-R, DVD-RAM, CD-RW - DVD Video, Video CD, SVCD, CD-DA, JPEG, MP3, SQPB Playback - 1 Disc(s) - Progressive Scan - 14.46Hour Recording",Sony,$261.96,-1,True
polkaudio PSW Series PSW110 Powered Subwoofer,Woofer - Cable,Polk Audio,$249.95,-1,True
Panasonic Lithium Ion Camcorder Battery - VW-VBG130,Lithium Ion (Li-Ion) - 7.2V DC - Photo Battery,Panasonic,$56.69,-1,True
Bose Lifestyle 48 Home Theater System - 43479,"DVD Player, 5.1 Speakers - Progressive Scan - White",BOSE,"$3,999.00",-1,True
OmniMount Ultra Low Profile ULPT-L Flat Panel Wall Mount - ULPT-L A,200 lb - Anthracite,"OMNIMOUNT SYSTEMS, INC",$278.95,-1,True
Sony HESV1000 Blu-ray Player/Recorder,"DVD+RW, DVD-RW, BD-RE, CD-RW, xD-Picture Card, CompactFlash (CF), Secure Digital (SD), Mini Secure Digital (miniSD), Memory Stick, Memory Stick Duo, Memory Stick PRO - BD Video, DVD Video, JPEG, MP3, CD-DA, MPE",Sony,,5,False
Denon DVD-2500BTCI Blu-ray Disc Player,"BD-R, DVD-RW, CD-RW, Secure Digital (SD), Mini Secure Digital (miniSD) - BD Video, DVD Video, CD-DA, MP3, WMA, JPEG, DivX 6, LPCM Playback - Progressive Scan",Denon,$655.97,-1,True
Sony Cyber-shot DSC-W120 Digital Camera - Pink - DSCW120/P,16:9 - 2x Digital Zoom - 2.5' Active Matrix TFT Color LCD,Sony,$109.99,32,False
Sony Cyber-shot DSC-T300 Digital Camera - Black - DSCT300/B,10.1 Megapixel - 16:9 - 2x Digital Zoom - 3.5' Active Matrix TFT Color LCD,Sony,$273.95,-1,True
Sharp AQUOS LC-52SE94U 52' LCD TV,"52' - Active Matrix TFT - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Sharp,"$2,049.99",-1,True
Sony Handycam DCR-HC52 Digital Camcorder - DCRHC52,16:9 - 2.5' Color LCD,Sony,$229.00,-1,True
Sony Handycam DCR-SR45 Digital Camcorder - DCRSR45,16:9 - 2.7' Hybrid LCD,Sony,$304.99,33,False
Sony Handycam DCR-SR85 Digital Camcorder - DCRSR85,16:9 - 2.7' Hybrid LCD,Sony,$375.80,33,False
Sony Handycam HDR-SR10 High Definition Digital Camcorder - HDRSR10,16:9 - 2.7' Hybrid LCD,Sony,$549.00,33,False
Sony Handycam HDR-SR12 High Definition Digital Camcorder - HDRSR12,16:9 - 3.2' Color LCD,Sony,$869.00,29,False
Sony Handycam HDR-HC9 High Definition Digital Camcorder - HDRHC9,16:9 - 2.7' Color LCD,Sony,$824.95,-1,True
Sony alpha DSLR-A200 Digital SLR Camera with Dual Lens Kit - DSLRA200W,10.2 Megapixel - 2.7' Active Matrix TFT Color LCD,Sony DSLR,$699.00,-1,True
Canon BP-808 Lithium Ion Camcorder Battery Pack - 2740B002,Lithium Ion (Li-Ion) - Photo Battery,Canon,$51.84,5,False
Panasonic Lumix DMC-TZ5 Digital Camera - Black,"Panasonic Lumix DMC-TZ5K 9 Megapixel Digital Camera with 28mm Wide-Angle Lens, 10x Optical Zoom, 3' LCD and HD Output - Black",Panasonic,,5,False
Sony LCS-X20 Camcorder Case - LCSX20,"Nylon, Polyamide - Black",Sony,,5,False
Sony alpha DSLR-A300 Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA300K,10.2 Megapixel - 3.9x Optical Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$599.00,-1,True
Sony alpha DSLR-A350 Digital SLR Camera - DSLRA350,14.2 Megapixel - 16:9 - 2.7' Active Matrix TFT Color LCD,Sony DSLR,$594.73,-1,True
Sony alpha DSLR-A350K Digital SLR Camera with 18-70mm Zoom Lens - Black - DSLRA350K,14.2 Megapixel - 3.9x Optical Zoom - 2.7' Active Matrix TFT Color LCD,Sony,$686.24,-1,True
Sharp AQUOS LC-37D64U 37' LCD TV,"37' - Active Matrix TFT - NTSC, ATSC - 16:9 - 1920 x 1080 - HDTV",Sharp,$880.72,-1,True
Toshiba SD-P101S Portable DVD Player - SDP101S,Toshiba SD-P101S - 10.2' Portable DVD Player - DiVx Compatible,Toshiba,,28,False
Panasonic DVD-LS83 Portable DVD Player,"8.5' LCD - DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, CD-RW - DVD Video, CD-DA, MP3, JPEG, MPEG-4, DivX, WMA, Video CD, SVCD, HighMAT Playback",Panasonic,$148.69,-1,True
Panasonic DVD-LS86 Portable DVD Player,"8.5' LCD - DVD+RW, DVD-RW, DVD-RAM, DVD-R, DVD+R, CD-RW - CD-DA, MP3, WMA, JPEG, MPEG-4, DivX, Video CD, SVCD, HighMAT, DVD Video Playback",Panasonic,$164.12,-1,True
Panasonic DMR-EA18K DVD Player/Recorder,"DVD+RW, DVD-RW, DVD-RAM, DVD-R, DVD+R, CD-RW, Secure Digital (SD) - DVD Video, CD-DA, MP3, JPEG, DivX, MPEG-2, PCM Playback - Progressive Scan - 14.33Hour Recording",Panasonic,,5,False
Panasonic DMR-EZ28K DVD Player/Recorder,"DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, CD-RW, Secure Digital (SD) - DVD Video, CD-DA, MP3, JPEG, DivX, PCM, MPEG-2 Playback - Progressive Scan - 14.33Hour Recording",Panasonic,,5,False
Panasonic DMR-EA38VK DVD/VCR Combo,"DVD+RW, DVD-RW, DVD-RAM, DVD-R, DVD+R, CD-RW, VHS, Secure Digital (SD) Card - DVD Video, CD-DA, MP3, JPEG, DivX, SQPB, MPEG-2, PCM Playback - Progressive Scan - 14.33Hour Recording",Panasonic,,5,False
Panasonic DMR-EZ48VK DVD/VCR Combo,"DVD+RW, DVD-RW, DVD-RAM, DVD+R, DVD-R, CD-RW, VHS, Secure Digital (SD) Card - DVD Video, CD-DA, MP3, JPEG, DivX, SQPB, PCM, MPEG-2 Playback - Progressive Scan - 14.33Hour Recording",Panasonic,,5,False
Toshiba 19AV500U 19' LCD TV,Toshiba 19AV500U - 19' 720p LCD HDTV w/ Built-in NTSC/ATSC Tuner - Piano Black,Toshiba,,28,False
Toshiba 22AV500U 22' LCD TV,Toshiba 22AV500U - 22' 720p LCD HDTV w/ Built-in NTSC/ATSC Tuner - Piano Black,Toshiba,$338.99,-1,True
Yamaha Outdoor NS-AW390 All-Weather Speaker System - NS-AW390WH,2-way Speaker - Cable - White,Yamaha,$79.96,-1,True
Yamaha Outdoor NS-AW390 All-Weather Speaker System - NS-AW390BL,2-way Speaker - Cable - Black,Yamaha,$78.89,34,False
Yamaha NS-AW190 All-Weather Speaker System - NS-AW190BL,2-way Speaker - Cable - Black,Yamaha,$51.72,34,False
Samsung NV30 Digital Camera - Silver - EC-NV30ZSBA/US,"Samsung NV30 8 Megapixel Digital Camera with Schneider Lens, Dual Image Stabilization, Smart Touch, and Face Detection - Silver",Samsung,$139.00,-1,True
Panasonic Lumix DMC-TZ5 Digital Camera - Silver,"Panasonic Lumix DMC-TZ5S 9 Megapixel Digital Camera with 28mm Wide-Angle Lens, 10x Optical Zoom, 3' LCD and HD Output - Silver",Panasonic,,5,False
Panasonic Lumix DMC-FS3 Digital Camera - Silver,"Panasonic DMC-FS3S 8 Megapixel Compact Digital Camera with 33mm Lens, 3x Optical Zoom, Intelligent Auto Mode and 2.5' Diagonal Intelligent LCD - Silver",Panasonic,$137.33,-1,True
Sony VAIO USB Docking Station - VGPUPR1,"4 x USB, 1 x Network, 1 x VGA, 1 x DVI-D, 1 x Microphone, 1 x Headphone, 1 x DC-in",Sony,$142.95,-1,True
Nikon D60 Digital SLR Camera with AF-S DX Nikkor 18-55mm f/3.5-5.6G VR Lens - 25438,Nikon D60 10 Megapixel Digital SLR Camera with AF-S DX Nikkor 18-55mm f/3.5-5.6G VR Lens - 3x Optical Zoom - 2.5' Active Matrix TFT Color LCD,Nikon,,27,False
Panasonic VIERA TC-26LX85 26' LCD TV,"26' - ATSC, NTSC - 16:9 - 1366 x 768 - HDTV",Panasonic,$547.92,-1,True
Panasonic VIERA TC-32LZ800 32' LCD TV,32' - 16:9 - 1920 x 1080,Panasonic,,5,False
Panasonic VIERA TC-37LZ85 37' LCD TV,"37' - ATSC, NTSC - 16:9 - 1920 x 1080 - HDTV",Panasonic,$799.11,-1,True
Peerless PP730 Universal Pivot Wall Arm,25 lb - Black,Peerless,,10,False
Sony LCS-MX100 Camcorder Case - LCSMX100,Nylon - Black,Sony,$32.78,-1,True
Sony Camcorder Case - LCSX30,"Nylon, Polyester",Sony,,5,False
Sony VCT-60AV Tripod - VCT60AV,Floor Standing Tripod - 18.9' to 57.6' Height - 6.6 lb Load Capacity,Sony,$69.95,-1,True
Sony VCT-80AV Tripod - VCT80AV,Floor Standing Tripod - 24.8' to 65.75' Height - 8.8 lb Load Capacity,Sony,,5,False
Panasonic Lumix DMC-FS3 Digital Camera - Blue,"Panasonic DMC-FS3A 8 Megapixel Compact Digital Camera with 33mm Lens, 3x Optical Zoom, Intelligent Auto Mode and 2.5' Diagonal Intelligent LCD - Blue",Panasonic,,5,False
Sony 16GB Memory Stick PRO Duo Card (Mark 2) - MSMT16G,16 GB,Sony,$110.99,-1,True
Garmin nvi 205 Automobile Navigator - 010-00717-40,Garmin nuvi 205 Automobile Navigator - 3.5' Active Matrix TFT Color LCD,Garmin,,15,False
Garmin nvi 255W Automobile Navigator - 010-00718-20,"Garmin nuvi 255W 4.3' GPS w/ Text To Speech, Where Am I?",Garmin,$204.99,-1,True
Garmin nvi 205W Automobile Navigator - 010-00718-40,Garmin nuvi 205W Portable GPS System w/ Preloaded Maps,Garmin,$162.99,-1,True
Panasonic KX-TG4321B 5.8 GHz Expandable Digital Cordless Phone,1 x Phone Line(s) - Black,Panasonic,,5,False
Samsung L200 Digital Camera - Black - EC-L200ZBBA/US,"Samsung L200 10 Megapixel Digital Camera with 2.5 LCD, 3x Optical Zoom, Digital Image Stabilization, Face Detection Function - Black",Samsung,$119.00,-1,True
