name,addr,city,phone,type,cluster_label,is_outlier
i trulli,122 e. 27th st.  between lexington and park aves.,new york,212/481-7372,italian,10,False
il cortile,125 mulberry st.  between canal and hester sts.,new york,212/226-6060,italian,10,False
il nido,251 e. 53rd st.,new york,212/753-8450,italian,10,False
inca grill,492 broome st.  near w. broadway,new york,212/966-3371,latin american,33,False
indochine,430 lafayette st.  between 4th st. and astor pl.,new york,212/505-5111,asian,6,False
internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,12,False
ipanema,13 w. 46th st.,new york,212/730-5848,latin american,33,False
jean lafitte,68 w. 58th st.,new york,212/751-2323,french,11,False
jewel of india,15 w. 44th st.,new york,212/869-5544,asian,6,False
jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,212/682-5678,asian,6,False
joe allen,326 w. 46th st.,new york,212/581-6464,american,0,False
judson grill,152 w. 52nd st.,new york,212/582-5252,american,0,False
l'absinthe,227 e. 67th st.,new york,212/794-4950,french,11,False
l'auberge,1191 1st ave.  between 64th and 65th sts.,new york,212/288-8791,middle eastern,34,False
l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york,212/242-4705,french,11,False
l'udo,432 lafayette st.  near astor pl.,new york,212/388-0978,french,11,False
la reserve,4 w. 49th st.,new york,212/247-2993,french,11,False
lanza restaurant,168 1st ave.  between 10th and 11th sts.,new york,212/674-7014,italian,10,False
lattanzi ristorante,361 w. 46th st.,new york,212/315-0980,italian,10,False
layla,211 w. broadway at franklin st.,new york,212/431-0700,middle eastern,34,False
le chantilly,106 e. 57th st.,new york,212/751-2931,french,11,False
le colonial,149 e. 57th st.,new york,212/ 752-0808,asian,6,False
le gamin,50 macdougal st.  between houston and prince sts.,new york,212/254-4678,coffee bar,12,False
le jardin,25 cleveland pl.  near spring st.,new york,212/343-9599,french,11,False
le madri,168 w. 18th st.,new york,212/727-8022,italian,10,False
le marais,150 w. 46th st.,new york,212/869-0900,american,0,False
le perigord,405 e. 52nd st.,new york,212/755-6244,french,11,False
le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,american,0,False
les halles,411 park ave. s  between 28th and 29th sts.,new york,212/679-4111,french,11,False
lincoln tavern,51 w. 64th st.,new york,212/721-8271,american,0,False
lola,30 west 22nd st.  between 5th and 6th ave.,new york,212/675-6700,american,0,False
lucky strike,59 grand st.  between wooster st. and w. broadway,new york,212/941-0479,or 212/941-0772 american,-1,True
mad fish,2182 broadway  between 77th and 78th sts.,new york,212/787-0202,seafood,11,False
main street,446 columbus ave.  between 81st and 82nd sts.,new york,212/873-5025,american,0,False
mangia e bevi,800 9th ave. at 53rd st.,new york,212/956-3976,italian,10,False
manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,new york,212/888-6556,american,0,False
manila garden,325 e. 14th st.  between 1st and 2nd aves.,new york,212/777-6314,asian,6,False
marichu,342 e. 46th st.  between 1st and 2nd aves.,new york,212/370-1866,french,11,False
marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,new york,212/229-9313,coffee bar,12,False
match,160 mercer st.  between houston and prince sts.,new york,212/906-9173,american,0,False
matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,american,0,False
mavalli palace,46 e. 29th st.,new york,212/679-5535,asian,6,False
milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,coffee bar,12,False
monkey bar,60 e. 54th st.,new york,212/838-2600,american,0,False
montien,1134 1st ave.   between 62nd and 63rd sts.,new york,212/421-4433,asian,6,False
morton's,551 5th ave. at 45th st.,new york,212/972-3315,american,0,False
motown cafe,104 w. 57th st.  near 6th ave.,new york,212/581-8030,american,0,False
new york kom tang soot bul house,32 w. 32nd st.,new york,212/ 947-8482,asian,6,False
new york noodletown,28 1/2 bowery at bayard st.,new york,212/349-0923,asian,6,False
newsbar,2 w. 19th st.,new york,212/255-3996,coffee bar,12,False
odeon,145 w. broadway at thomas st.,new york,212/233-0507,american,0,False
orso,322 w. 46th st.,new york,212/489-7212,italian,10,False
osteria al droge,142 w. 44th st.,new york,212/944-3643,italian,10,False
otabe,68 e. 56th st.,new york,212/223-7575,asian,6,False
pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,asian,6,False
palio,151 w. 51st. st.,new york,212/245-4850,italian,10,False
pamir,1065 1st ave.  at 58th st.,new york,212/644-9258,middle eastern,34,False
parioli romanissimo,24 e. 81st st.,new york,212/288-2391,italian,10,False
patria,250 park ave. s at 20th st.,new york,212/777-6211,latin american,33,False
peacock alley,301 park ave.  between 49th and 50th sts.,new york,212/872-4895,french,11,False
pen & pencil,205 e. 45th st.,new york,212/682-8660,american,0,False
penang soho,109 spring st.  between greene and mercer sts.,new york,212/274-8883,asian,6,False
persepolis,1423 2nd ave.  between 74th and 75th sts.,new york,212/535-1100,middle eastern,34,False
planet hollywood,140 w. 57th st.,new york,212/333-7827,american,0,False
pomaire,371 w. 46th st.  off 9th ave.,new york,212/ 956-3055,latin american,33,False
popover cafe,551 amsterdam ave.  between 86th and 87th sts.,new york,212/595-8555,american,0,False
post house,28 e. 63rd st.,new york,212/935-2888,american,0,False
rain,100 w. 82nd st.,new york,212/501-0776,asian,6,False
red tulip,439 e. 75th st.,new york,212/734-4893,eastern european,-1,True
remi,145 w. 53rd st.,new york,212/581-4242,italian,10,False
republic,37a union sq. w  between 16th and 17th sts.,new york,212/627-7172,asian,6,False
roettelle a. g,126 e. 7th st.  between 1st ave. and ave. a,new york,212/674-4140,continental,11,False
rosa mexicano,1063 1st ave. at 58th st.,new york,212/753-7407,mexican,17,False
ruth's chris,148 w. 51st st.,new york,212/245-9600,american,0,False
s.p.q.r,133 mulberry st.  between hester and grand sts.,new york,212/925-3120,italian,10,False
sal anthony's,55 irving pl.,new york,212/982-9030,italian,10,False
sammy's roumanian steak house,157 chrystie st. at delancey st.,new york,212/673-0330,east european,35,False
san pietro,18 e. 54th st.,new york,212/753-9015,italian,10,False
sant ambroeus,1000 madison ave.  between 77th and 78th sts.,new york,212/570-2211,coffee bar,12,False
sarabeth's kitchen,423 amsterdam ave.  between 80th and 81st sts.,new york,212/496-6280,american,0,False
sea grill,19 w. 49th st.,new york,212/332-7610,seafood,11,False
serendipity,3 225 e. 60th st.,new york,212/838-3531,american,0,False
seventh regiment mess and bar,643 park ave. at 66th st.,new york,212/744-4107,american,0,False
sfuzzi,58 w. 65th st.,new york,212/873-3700,american,0,False
shaan,57 w. 48th st.,new york,212/ 977-8400,asian,6,False
sofia fabulous pizza,1022 madison ave.  near 79th st.,new york,212/734-2676,italian,10,False
spring street natural restaurant & bar,62 spring st. at lafayette st.,new york,212/966-0290,american,0,False
stage deli,834 7th ave.  between 53rd and 54th sts.,new york,212/245-7850,delicatessen,13,False
stingray,428 amsterdam ave.  between 80th and 81st sts.,new york,212/501-7515,seafood,11,False
sweet'n'tart cafe,76 mott st. at canal st.,new york,212/334-8088,asian,6,False
t salon,143 mercer st. at prince st.,new york,212/925-3700,coffee bar,12,False
tang pavillion,65 w. 55th st.,new york,212/956-6888,asian,6,False
tapika,950 8th ave. at 56th st.,new york,212/ 397-3737,american,0,False
teresa's,103 1st ave.  between 6th and 7th sts.,new york,212/228-0604,east european,35,False
terrace,400 w. 119th st.  between amsterdam and morningside aves.,new york,212/666-9490,continental,11,False
the coffee pot,350 9th ave. at 49th st.,new york,212/265-3566,coffee bar,12,False
the savannah club,2420 broadway at 89th st.,new york,212/496-1066,american,0,False
trattoria dell'arte,900 7th ave.  between 56th and 57th sts.,new york,212/245-9800,italian,10,False
triangolo,345 e. 83rd st.,new york,212/472-4488,italian,10,False
tribeca grill,375 greenwich st.  near franklin st.,new york,212/941-3900,american,0,False
trois jean,154 e. 79th st.  between lexington and 3rd aves.,new york,212/988-4858,coffee bar,12,False
tse yang,34 e. 51st st.,new york,212/688-5447,asian,6,False
turkish kitchen,386 3rd ave.  between 27th and 28th sts.,new york,212/679-1810,middle eastern,34,False
two two two,222 w. 79th st.,new york,212/799-0400,american,0,False
veniero's pasticceria,342 e. 11th st.  near 1st ave.,new york,212/674-7264,coffee bar,12,False
verbena,54 irving pl. at 17th st.,new york,212/260-5454,american,0,False
victor's cafe,52 236 w. 52nd st.,new york,212/586-7714,latin american,33,False
vince & eddie's,70 w. 68th st.,new york,212/721-0068,american,0,False
vong,200 e. 54th st.,new york,212/486-9592,american,0,False
water club,500 e. 30th st.,new york,212/683-3333,american,0,False
west,63rd street steakhouse 44 w. 63rd st.,new york,212/246-6363,american,0,False
xunta,174 1st ave.  between 10th and 11th sts.,new york,212/614-0620,mediterranean,18,False
zen palate,34 union sq. e at 16th st.,new york,212/614-9291,and 212/614-9345 asian,-1,True
zoe,90 prince st.  between broadway and mercer st.,new york,212/966-6722,american,0,False
abbey,163 ponce de leon ave.,atlanta,404/876-8532,international,23,False
aleck's barbecue heaven,783 martin luther king jr. dr.,atlanta,404/525-2062,barbecue,36,False
annie's thai castle,3195 roswell rd.,atlanta,404/264-9546,asian,25,False
anthonys,3109 piedmont rd.  just south of peachtree rd.,atlanta,404/262-7379,american,23,False
atlanta fish market,265 pharr rd.,atlanta,404/262-3165,american,23,False
beesley's of buckhead,260 e. paces ferry road,atlanta,404/264-1334,continental,23,False
bertolini's,3500 peachtree rd.  phipps plaza,atlanta,404/233-2333,italian,22,False
bistango,1100 peachtree st.,atlanta,404/724-0901,mediterranean,25,False
cafe renaissance,7050 jimmy carter blvd.  norcross,atlanta,770/441--0291,american,23,False
camille's,1186 n. highland ave.,atlanta,404/872-7203,italian,22,False
cassis,3300 peachtree rd.  grand hyatt,atlanta,404/365-8100,mediterranean,25,False
city grill,50 hurt plaza,atlanta,404/524-2489,international,23,False
coco loco,40  buckhead crossing mall on the sidney marcus blvd.,atlanta,404/364-0212,caribbean,26,False
colonnade restaurant,1879 cheshire bridge rd.,atlanta,404/874-5642,southern,27,False
dante's down the hatch  buckhead,3380 peachtree rd.,atlanta,404/266-1600,continental,23,False
dante's down the hatch,underground underground mall  underground atlanta,atlanta,404/577-1800,continental,23,False
fat matt's rib shack,1811 piedmont ave.  near cheshire bridge rd.,atlanta,404/607-1622,barbecue,36,False
french quarter food shop,923 peachtree st.  at 8th st.,atlanta,404/875-2489,southern,27,False
holt bros. bar-b-q,6359 jimmy carter blvd.  at buford hwy.  norcross,atlanta,770/242-3984,barbecue,36,False
horseradish grill,4320 powers ferry rd.,atlanta,404/255-7277,southern,27,False
hsu's gourmet,192 peachtree center ave.  at international blvd.,atlanta,404/659-2788,asian,25,False
imperial fez,2285 peachtree rd.  peachtree battle condominium,atlanta,404/351-0870,mediterranean,25,False
kamogawa,3300 peachtree rd.  grand hyatt,atlanta,404/841-0314,asian,25,False
la grotta at ravinia dunwoody rd.,holiday inn/crowne plaza at ravinia  dunwoody,atlanta,770/395-9925,italian,22,False
little szechuan,c buford hwy.  northwoods plaza  doraville,atlanta,770/451-0192,asian,25,False
lowcountry barbecue,6301 roswell rd.  sandy springs plaza  sandy springs,atlanta,404/255-5160,barbecue,36,False
luna si,1931 peachtree rd.,atlanta,404/355-5993,continental,23,False
mambo restaurante cubano,1402 n. highland ave.,atlanta,404/874-2626,caribbean,26,False
mckinnon's louisiane,3209 maple dr.,atlanta,404/237-1313,southern,27,False
mi spia dunwoody rd.,park place  across from perimeter mall  dunwoody,atlanta,770/393-1333,italian,22,False
nickiemoto's: a sushi bar,247 buckhead ave.  east village sq.,atlanta,404/842-0334,fusion,-1,True
palisades,1829 peachtree rd.,atlanta,404/350-6755,continental,23,False
pleasant peasant,555 peachtree st.  at linden ave.,atlanta,404/874-3223,american,23,False
pricci,500 pharr rd.,atlanta,404/237-2941,italian,22,False
r.j.'s uptown kitchen & wine bar,870 n. highland ave.,atlanta,404/875-7775,american,23,False
rib ranch,25 irby ave.,atlanta,404/233-7644,barbecue,36,False
sa tsu ki,3043 buford hwy.,atlanta,404/325-5285,asian,25,False
sato sushi and thai,6050 peachtree pkwy.  norcross,atlanta,770/449-0033,asian,25,False
south city kitchen,1144 crescent ave.,atlanta,404/873-7358,southern,27,False
south of france,2345 cheshire bridge rd.,atlanta,404/325-6963,french,23,False
stringer's fish camp and oyster bar,3384 shallowford rd.  chamblee,atlanta,770/458-7145,southern,27,False
sundown cafe,2165 cheshire bridge rd.,atlanta,404/321-1118,american,23,False
taste of new orleans,889 w. peachtree st.,atlanta,404/874-5535,southern,27,False
tomtom,3393 peachtree rd.,atlanta,404/264-1163,continental,23,False
antonio's,3700 w. flamingo,las vegas,702/252-7737,italian,22,False
bally's big kitchen,3645 las vegas blvd. s,las vegas,702/739-4111,buffets,22,False
bamboo garden,4850 flamingo rd.,las vegas,702/871-3262,asian,22,False
battista's hole in the wall,4041 audrie st. at flamingo rd.,las vegas,702/732-1424,italian,22,False
bertolini's,3570 las vegas blvd. s,las vegas,702/735-4663,italian,22,False
binion's coffee shop,128 fremont st.,las vegas,702/382-1600,coffee shops/diners,22,False
bistro,3400 las vegas blvd. s,las vegas,702/791-7111,continental,22,False
broiler,4111 boulder hwy.,las vegas,702/432-7777,american,37,False
bugsy's diner,3555 las vegas blvd. s,las vegas,702/733-3111,coffee shops/diners,22,False
cafe michelle,1350 e. flamingo rd.,las vegas,702/735-8686,american,37,False
cafe roma,3570 las vegas blvd. s,las vegas,702/731-7547,coffee shops/diners,22,False
capozzoli's,3333 s. maryland pkwy.,las vegas,702/731-5311,italian,22,False
carnival world,3700 w. flamingo rd.,las vegas,702/252-7777,buffets,22,False
center stage plaza hotel,1 main st.,las vegas,702/386-2512,american,37,False
circus circus,2880 las vegas blvd. s,las vegas,702/734-0410,buffets,22,False
empress court,3570 las vegas blvd. s,las vegas,702/731-7888,asian,22,False
feast,2411 w. sahara ave.,las vegas,702/367-2411,buffets,22,False
golden nugget hotel,129 e. fremont st.,las vegas,702/385-7111,buffets,22,False
golden steer,308 w. sahara ave.,las vegas,702/384-4470,steak houses,22,False
lillie langtry's,129 e. fremont st.,las vegas,702/385-7111,asian,22,False
mandarin court,1510 e. flamingo rd.,las vegas,702/737-1234,asian,22,False
margarita's mexican cantina,3120 las vegas blvd. s,las vegas,702/794-8200,mexican,38,False
mary's diner,5111 w. boulder hwy.,las vegas,702/454-8073,coffee shops/diners,22,False
mikado,3400 las vegas blvd. s,las vegas,702/791-7111,asian,22,False
pamplemousse,400 e. sahara ave.,las vegas,702/733-2066,continental,22,False
ralph's diner,3000 las vegas blvd. s,las vegas,702/732-6330,coffee shops/diners,22,False
the bacchanal,3570 las vegas blvd. s,las vegas,702/731-7525,only in las vegas,22,False
venetian,3713 w. sahara ave.,las vegas,702/876-4190,italian,22,False
viva mercado's,6182 w. flamingo rd.,las vegas,702/871-8826,mexican,38,False
yolie's,3900 paradise rd.,las vegas,702/794-0700,steak houses,22,False
2223,2223 market st.,san francisco,415/431-0692,american,28,False
acquarello,1722 sacramento st.,san francisco,415/567-5432,italian,29,False
bardelli's,243 o'farrell st.,san francisco,415/982-0243,old san francisco,39,False
betelnut,2030 union st.,san francisco,415/929-8855,asian,28,False
bistro roti,155 steuart st.,san francisco,415/495-6500,french,28,False
bix,56 gold st.,san francisco,415/433-6300,american,28,False
bizou,598 fourth st.,san francisco,415/543-2222,french,28,False
buca giovanni,800 greenwich st.,san francisco,415/776-7766,italian,29,False
cafe adriano,3347 fillmore st.,san francisco,415/474-4180,italian,29,False
cafe marimba,2317 chestnut st.,san francisco,415/776-1506,mexican/latin american/spanish,40,False
california culinary academy,625 polk st.,san francisco,415/771-3500,french,28,False
capp's corner,1600 powell st.,san francisco,415/989-2589,italian,29,False
carta,1772 market st.,san francisco,415/863-3516,american,28,False
chevys,4th and howard sts.,san francisco,415/543-8060,mexican/latin american/spanish,40,False
cypress club,500 jackson st.,san francisco,415/296-8555,american,28,False
des alpes,732 broadway,san francisco,415/788-9900,french,28,False
faz,161 sutter st.,san francisco,415/362-0404,greek and middle eastern,41,False
fog city diner,1300 battery st.,san francisco,415/982-2000,american,28,False
garden court,market and new montgomery sts.,san francisco,415/546-5011,old san francisco,39,False
gaylord's,ghirardelli sq.,san francisco,415/771-8822,asian,28,False
grand cafe hotel monaco,501 geary st.,san francisco,415/292-0101,american,28,False
greens,bldg. a fort mason,san francisco,415/771-6222,vegetarian,42,False
harbor village,4 embarcadero center,san francisco,415/781-8833,asian,28,False
harris',2100 van ness ave.,san francisco,415/673-1888,steak houses,43,False
harry denton's,161 steuart st.,san francisco,415/882-1333,american,28,False
hayes street grill,320 hayes st.,san francisco,415/863-5545,seafood,28,False
helmand,430 broadway,san francisco,415/362-0641,greek and middle eastern,41,False
hong kong flower lounge,5322 geary blvd.,san francisco,415/668-8998,asian,28,False
hong kong villa,2332 clement st.,san francisco,415/752-8833,asian,28,False
hyde street bistro,1521 hyde st.,san francisco,415/441-7778,italian,29,False
il fornaio levi's plaza,1265 battery st.,san francisco,415/986-0100,italian,29,False
izzy's steak & chop house,3345 steiner st.,san francisco,415/563-0487,steak houses,43,False
jack's,615 sacramento st.,san francisco,415/986-9854,old san francisco,39,False
kabuto sushi,5116 geary blvd.,san francisco,415/752-5652,asian,28,False
katia's,600 5th ave.,san francisco,415/668-9292,,-1,True
kuleto's,221 powell st.,san francisco,415/397-7720,italian,29,False
kyo-ya. sheraton palace hotel,2 new montgomery st.  at market st.,san francisco,415/546-5000,asian,28,False
l'osteria del forno,519 columbus ave.,san francisco,415/982-1124,italian,29,False
le central,453 bush st.,san francisco,415/391-2233,french,28,False
le soleil,133 clement st.,san francisco,415/668-4848,asian,28,False
macarthur park,607 front st.,san francisco,415/398-5700,american,28,False
manora,3226 mission st.,san francisco,415/861-6224,asian,28,False
maykadeh,470 green st.,san francisco,415/362-8286,greek and middle eastern,41,False
mccormick & kuleto's,ghirardelli sq.,san francisco,415/929-1730,seafood,28,False
millennium,246 mcallister st.,san francisco,415/487-9800,vegetarian,42,False
moose's,1652 stockton st.,san francisco,415/989-7800,mediterranean,28,False
north india,3131 webster st.,san francisco,415/931-1556,asian,28,False
one market,1 market st.,san francisco,415/777-5577,american,28,False
oritalia,1915 fillmore st.,san francisco,415/346-1333,italian,29,False
pacific pan pacific hotel,500 post st.,san francisco,415/929-2087,french,28,False
palio d'asti,640 sacramento st.,san francisco,415/395-9800,italian,29,False
pane e vino,3011 steiner st.,san francisco,415/346-2111,italian,29,False
pastis,1015 battery st.,san francisco,415/391-2555,french,28,False
perry's,1944 union st.,san francisco,415/922-9022,american,28,False
r&g lounge,631 b kearny st.,san francisco,415/982-7877,or 415/982-3811 asian,-1,True
rubicon,558 sacramento st.,san francisco,415/434-4100,american,28,False
rumpus,1 tillman pl.,san francisco,415/421-2300,american,28,False
sanppo,1702 post st.,san francisco,415/346-3486,asian,28,False
scala's bistro,432 powell st.,san francisco,415/395-8555,italian,29,False
south park cafe,108 south park,san francisco,415/495-7275,french,28,False
splendido embarcadero,4,san francisco,415/986-3222,mediterranean,28,False
stars,150 redwood alley,san francisco,415/861-7827,american,28,False
stars cafe,500 van ness ave.,san francisco,415/861-4344,american,28,False
stoyanof's cafe,1240 9th ave.,san francisco,415/664-3664,greek and middle eastern,41,False
straits cafe,3300 geary blvd.,san francisco,415/668-1783,asian,28,False
suppenkuche,601 hayes st.,san francisco,415/252-9289,russian/german,-1,True
tadich grill,240 california st.,san francisco,415/391-2373,seafood,28,False
the heights,3235 sacramento st.,san francisco,415/474-8890,french,28,False
thepin,298 gough st.,san francisco,415/863-9335,asian,28,False
ton kiang,3148 geary blvd.,san francisco,415/752-4440,asian,28,False
vertigo,600 montgomery st.,san francisco,415/433-7250,mediterranean,28,False
vivande porta via,2125 fillmore st.,san francisco,415/346-4430,italian,29,False
vivande ristorante,670 golden gate ave.,san francisco,415/673-9245,italian,29,False
world wrapps,2257 chestnut st.,san francisco,415/563-9727,american,28,False
wu kong,101 spear st.,san francisco,415/957-9300,asian,28,False
yank sing,427 battery st.,san francisco,415/541-4949,asian,28,False
yaya cuisine,1220 9th ave.,san francisco,415/566-6966,greek and middle eastern,41,False
yoyo tsumami bistro,1611 post st.,san francisco,415/922-7788,french,28,False
zarzuela,2000 hyde st.,san francisco,415/346-0800,mexican/latin american/spanish,40,False
zuni cafe & grill,1658 market st.,san francisco,415/552-2522,mediterranean,28,False
apple pan  the,10801 w. pico blvd.,west la,310-475-3585,american,-1,True
asahi ramen,2027 sawtelle blvd.,west la,310-479-2231,noodle shops,-1,True
baja fresh,3345 kimber dr.,westlake village,805-498-4049,mexican,-1,True
belvedere  the,9882 little santa monica blvd.,beverly hills,310-788-2306,pacific new wave,44,False
benita's frites,1433 third st. promenade,santa monica,310-458-2889,fast food,-1,True
bernard's,515 s. olive st.,los angeles,213-612-1580,continental,32,False
bistro 45,45 s. mentor ave.,pasadena,818-795-2478,californian,45,False
brent's deli,19565 parthenia ave.,northridge,818-886-5679,delis,-1,True
brighton coffee shop,9600 brighton way,beverly hills,310-276-7732,coffee shops,-1,True
bristol farms market cafe,1570 rosecrans ave. s.,pasadena,310-643-5229,californian,45,False
bruno's,3838 centinela ave.,mar vista,310-397-5703,italian,-1,True
cafe '50s,838 lincoln blvd.,venice,310-399-1955,american,-1,True
cafe blanc,9777 little santa monica blvd.,beverly hills,310-888-0108,pacific new wave,44,False
cassell's,3266 w. sixth st.,la,213-480-8668,hamburgers,46,False
chez melange,1716 pch,redondo beach,310-540-1222,eclectic,-1,True
diaghilev,1020 n. san vicente blvd.,w. hollywood,310-854-1111,russian,-1,True
don antonio's,1136 westwood blvd.,westwood,310-209-1422,italian,-1,True
duke's,8909 sunset blvd.,w. hollywood,310-652-3100,coffee shops,-1,True
falafel king,1059 broxton ave.,westwood,310-208-4444,middle eastern,-1,True
feast from the east,1949 westwood blvd.,west la,310-475-0400,chinese,-1,True
gumbo pot  the,6333 w. third st.,la,213-933-0358,cajun/creole,47,False
hollywood hills coffee shop,6145 franklin ave.,hollywood,213-467-7678,coffee shops,-1,True
indo cafe,10428 1/2 national blvd.,la,310-815-1290,indonesian,-1,True
jan's family restaurant,8424 beverly blvd.,la,213-651-2866,coffee shops,-1,True
jiraffe,502 santa monica blvd,santa monica,310-917-6671,californian,48,False
jody maroni's sausage kingdom,2011 ocean front walk,venice,310-306-1995,hot dogs,-1,True
joe's,1023 abbot kinney blvd.,venice,310-399-5811,american (new),-1,True
john o'groats,10516 w. pico blvd.,west la,310-204-0692,coffee shops,-1,True
johnnie's pastrami,4017 s. sepulveda blvd.,culver city,310-397-6654,delis,-1,True
johnny reb's southern smokehouse,4663 long beach blvd.,long beach,310-423-7327,southern/soul,-1,True
johnny rockets (la),7507 melrose ave.,la,213-651-3361,american,47,False
killer shrimp,4000 colfax ave.,studio city,818-508-1570,seafood,-1,True
kokomo cafe,6333 w. third st.,la,213-933-0773,american,47,False
koo koo roo,8393 w. beverly blvd.,la,213-655-9045,chicken,-1,True
la cachette,10506 little santa monica blvd.,century city,310-470-4992,french (new),-1,True
la salsa (la),22800 pch,malibu,310-456-6299,mexican,-1,True
la serenata de garibaldi,1842 e. first,st. boyle hts.,213-265-2887,mexican/tex-mex,-1,True
langer's,704 s. alvarado st.,la,213-483-8050,delis,-1,True
local nochol,30869 thousand oaks blvd.,westlake village,818-706-7706,health food,-1,True
main course  the,10509 w. pico blvd.,rancho park,310-475-7564,american,-1,True
mani's bakery & espresso bar,519 s. fairfax ave.,la,213-938-8800,desserts,49,False
martha's,22nd street grill 25 22nd,st. hermosa beach,310-376-7786,american,-1,True
maxwell's cafe,13329 washington blvd.,marina del rey,310-306-7829,american,-1,True
michael's (los angeles),1147 third st.,santa monica,310-451-0843,californian,48,False
mishima,8474 w. third st.,la,213-782-0181,noodle shops,-1,True
mo better meatty meat,7261 melrose ave.,la,213-935-5280,hamburgers,46,False
mulberry st.,17040 ventura blvd.,encino,818-906-8881,pizza,-1,True
ocean park cafe,3117 ocean park blvd.,santa monica,310-452-5728,american,10,False
ocean star,145 n. atlantic blvd.,monterey park,818-308-2128,seafood,-1,True
original pantry bakery,875 s. figueroa st. downtown,la,213-627-6879,diners,-1,True
parkway grill,510 s. arroyo pkwy.,pasadena,818-795-1001,californian,45,False
pho hoa,642 broadway,chinatown,213-626-5530,vietnamese,-1,True
pink's famous chili dogs,709 n. la brea ave.,la,213-931-4223,hot dogs,-1,True
poquito mas,2635 w. olive ave.,burbank,818-563-2252,mexican,-1,True
r-23,923 e. third st.,los angeles,213-687-7178,japanese,-1,True
rae's,2901 pico blvd.,santa monica,310-828-7937,diners,-1,True
rubin's red hots,15322 ventura blvd.,encino,818-905-6515,hot dogs,-1,True
ruby's (la),45 s. fair oaks ave.,pasadena,818-796-7829,diners,-1,True
russell's burgers,1198 pch,seal beach,310-596-9556,hamburgers,-1,True
ruth's chris steak house (los angeles),224 s. beverly dr.,beverly hills,310-859-8744,steakhouses,-1,True
shiro,1505 mission st. s.,pasadena,818-799-4774,pacific new wave,-1,True
sushi nozawa,11288 ventura blvd.,studio city,818-508-7017,japanese,-1,True
sweet lady jane,8360 melrose ave.,la,213-653-7145,desserts,49,False
taiko,11677 san vicente blvd.,brentwood,310-207-7782,noodle shops,-1,True
tommy's,2575 beverly blvd.,la,213-389-9060,hamburgers,46,False
uncle bill's pancake house,1305 highland ave.,manhattan beach,310-545-5177,diners,-1,True
water grill,544 s. grand ave.,los angeles,213-891-0900,seafood,-1,True
zankou chicken,1415 e. colorado st.,glendale,818-244-1937,middle eastern,-1,True
afghan kebab house,764 ninth ave.,new york city,212-307-1612,afghan,-1,True
arcadia,21 e. 62nd st.,new york city,212-223-2900,american (new),0,False
benny's burritos,93 ave. a,new york city,212-254-2054,mexican,17,False
cafe con leche,424 amsterdam ave.,new york city,212-595-7000,cuban,50,False
corner bistro,331 w. fourth st.,new york city,212-242-9502,hamburgers,-1,True
cucina della fontana,368 bleecker st.,new york city,212-242-0636,italian,10,False
cucina di pesce,87 e. fourth st.,new york city,212-260-6800,seafood,11,False
darbar,44 w. 56th st.,new york city,212-432-7227,indian,6,False
ej's luncheonette,432 sixth ave.,new york city,212-473-5555,diners,51,False
edison cafe,228 w. 47th st.,new york city,212-840-5000,diners,51,False
elias corner,24-02 31st st.,queens,718-932-1510,greek,-1,True
good enough to eat,483 amsterdam ave.,new york city,212-496-0163,american,52,False
gray's papaya,2090 broadway,new york city,212-799-0243,hot dogs,-1,True
il mulino,86 w. third st.,new york city,212-673-3783,italian,10,False
jackson diner,37-03 74th st.,queens,718-672-1232,indian,-1,True
joe's shanghai,9 pell st.,queens,718-539-3838,chinese,-1,True
john's pizzeria,48 w. 65th st.,new york city,212-721-7001,pizza,53,False
kelley & ping,127 greene st.,new york city,212-228-1212,pan-asian,-1,True
kiev,117 second ave.,new york city,212-674-4040,ukrainian,54,False
kuruma zushi,2nd fl.,new york city,212-317-2802,japanese,6,False
la caridad,2199 broadway,new york city,212-874-2780,cuban,50,False
la grenouille,3 e. 52nd st.,new york city,212-752-1495,french (classic),11,False
lemongrass grill,61a seventh ave.,brooklyn,718-399-7100,thai,-1,True
lombardi's,32 spring st.,new york city,212-941-7994,pizza,53,False
marnie's noodle shop,466 hudson st.,new york city,212-741-3214,asian,16,False
menchanko-tei,39 w. 55th st.,new york city,212-247-1585,japanese,6,False
mitali east-west,296 bleecker st.,new york city,212-989-1367,indian,6,False
monsoon (ny),435 amsterdam ave.,new york city,212-580-8686,thai,55,False
moustache,405 atlantic ave.,brooklyn,718-852-5555,middle eastern,-1,True
nobu,105 hudson st.,new york city,212-219-0500,japanese,6,False
one if by land  tibs,17 barrow st.,new york city,212-228-0822,continental,-1,True
oyster bar,lower level,new york city,212-490-6650,seafood,11,False
palm,837 second ave.,new york city,212-687-2953,steakhouses,21,False
palm too,840 second ave.,new york city,212-697-5198,steakhouses,21,False
