restaurant_name,cuisine,area,rating,cost_for_two,online_order,book_table,votes,phone,address,cluster_label,is_outlier
Fried Chicken Co,French,Koramangala,4.6,500,Yes,No,661,3763054457,85 HSR Layout Bangalore,-1,True
Golden Dragon,Mediterranean,Indiranagar,3.2,500,Yes,Yes,4974,5567367585,97 Indiranagar Bangalore,-1,True
Taco Bell,American,Indiranagar,3.4,1500,Yes,Yes,955,3517536729,94 Electronic City Bangalore,-1,True
Coffee Corner,Mediterranean,BTM Layout,4.5,500,Yes,No,4502,2922145056,14 Brigade Road Bangalore,-1,True
Pizza Express,Indian,BTM Layout,4.0,2000,No,No,1955,1065211170,31 Koramangala Bangalore,-1,True
Ice Cream Parlor,Japanese,JP Nagar,4.5,700,Yes,Yes,4410,2756186282,90 Marathahalli Bangalore,-1,True
Thai Paradise,Korean,Koramangala,3.4,1000,Yes,Yes,4145,9762462181,55 Brigade Road Bangalore,-1,True
Bakery Sweet,Indian,MG Road,4.9,1500,No,Yes,1156,2000925923,18 Electronic City Bangalore,-1,True
Mexican Fiesta,Continental,BTM Layout,4.6,1000,Yes,No,277,1630332769,4 BTM Layout Bangalore,-1,True
Spice Garden,American,Brigade Road,3.4,1000,No,Yes,2038,9237924444,36 Koramangala Bangalore,-1,True
Taco Bell,Mexican,Indiranagar,4.1,1500,Yes,No,2228,8948893812,77 Whitefield Bangalore,-1,True
Coffee Corner,French,Indiranagar,3.2,2000,Yes,Yes,4057,698270554,53 Electronic City Bangalore,169,False
Fried Chicken Co,Mediterranean,HSR Layout,3.7,1500,No,Yes,4690,3236629224,10 Koramangala Bangalore,-1,True
Taco Bell,Italian,HSR Layout,4.3,500,Yes,Yes,293,967678326,94 Koramangala Bangalore,-1,True
Thai Paradise,Japanese,JP Nagar,3.7,700,No,Yes,1299,8872515432,58 JP Nagar Bangalore,170,False
Taco Bell,Thai,Koramangala,4.3,1500,No,Yes,493,7958243515,60 BTM Layout Bangalore,-1,True
Bakery Sweet,Indian,Whitefield,3.5,1000,No,Yes,664,2799576588,4 JP Nagar Bangalore,-1,True
BBQ Junction,Thai,Marathahalli,4.4,1500,Yes,No,3830,9937242934,10 Indiranagar Bangalore,-1,True
Taco Bell,Fast Food,BTM Layout,3.7,700,No,No,874,7972793127,40 Koramangala Bangalore,-1,True
Bakery Sweet,Continental,Koramangala,4.6,300,No,Yes,3582,4164516099,28 Electronic City Bangalore,-1,True
Mediterranean Delight,Mediterranean,Indiranagar,3.3,2000,Yes,No,985,4868807612,66 MG Road Bangalore,-1,True
Taco Bell,Mediterranean,Electronic City,3.7,1000,No,No,1794,5273631670,91 BTM Layout Bangalore,-1,True
Thai Paradise,Korean,HSR Layout,3.9,300,No,No,4527,4970212220,93 MG Road Bangalore,-1,True
Spice Garden,Mexican,Marathahalli,3.8,300,Yes,No,2736,2189756067,6 HSR Layout Bangalore,-1,True
Noodle Bar,Fast Food,BTM Layout,3.9,700,Yes,Yes,571,7561373793,23 Marathahalli Bangalore,171,False
Ice Cream Parlor,Mexican,MG Road,3.9,2000,Yes,Yes,4987,8050537786,76 Brigade Road Bangalore,-1,True
Ice Cream Parlor,Chinese,MG Road,5.0,1500,No,Yes,1926,7293356895,72 Whitefield Bangalore,-1,True
Taco Bell,Italian,HSR Layout,3.4,300,No,Yes,4082,1996987317,74 BTM Layout Bangalore,-1,True
Noodle Bar,American,Koramangala,4.5,500,Yes,Yes,2255,5782797454,81 MG Road Bangalore,-1,True
Seafood Shack,American,BTM Layout,4.1,1500,No,No,596,5099917086,65 Koramangala Bangalore,-1,True
Mediterranean Delight,Mediterranean,Marathahalli,3.8,2000,No,No,2603,410043450,67 Electronic City Bangalore,-1,True
Ice Cream Parlor,Indian,Indiranagar,4.3,1000,Yes,Yes,2918,1149869346,46 HSR Layout Bangalore,-1,True
Fried Chicken Co,French,Koramangala,4.7,1500,Yes,Yes,216,9896139387,28 MG Road Bangalore,-1,True
Spice Garden,American,HSR Layout,3.9,700,Yes,Yes,2119,5767615339,59 Whitefield Bangalore,-1,True
Curry House,Continental,JP Nagar,4.7,700,No,Yes,4993,5742042238,48 Marathahalli Bangalore,-1,True
Ice Cream Parlor,Fast Food,Whitefield,3.2,1000,Yes,No,2985,3494061534,26 HSR Layout Bangalore,172,False
Steak House,Continental,Koramangala,4.3,1000,No,No,66,4317085358,58 Koramangala Bangalore,173,False
Fried Chicken Co,Continental,Brigade Road,3.7,1000,Yes,No,2756,8270869650,89 Brigade Road Bangalore,-1,True
Golden Dragon,American,BTM Layout,3.8,700,No,No,2859,1204456986,98 Indiranagar Bangalore,-1,True
Taco Bell,Indian,MG Road,4.1,2000,Yes,Yes,4400,5815459047,67 BTM Layout Bangalore,-1,True
Fried Chicken Co,Italian,Brigade Road,4.0,2000,No,Yes,3309,2266174803,57 MG Road Bangalore,-1,True
Mexican Fiesta,Japanese,Koramangala,3.8,1500,No,Yes,377,7889006567,28 Koramangala Bangalore,-1,True
Ice Cream Parlor,Mexican,Koramangala,3.6,300,No,No,3501,5999666129,29 HSR Layout Bangalore,-1,True
Burger Palace,Korean,Brigade Road,4.2,300,No,Yes,2047,8076508194,13 Indiranagar Bangalore,174,False
Spice Garden,Korean,JP Nagar,4.0,500,No,Yes,395,8793784053,53 Whitefield Bangalore,175,False
Mediterranean Delight,Korean,Brigade Road,3.6,700,No,Yes,2404,5034541246,20 HSR Layout Bangalore,176,False
Thai Paradise,Continental,Indiranagar,3.4,1000,No,No,4321,3589624842,22 Marathahalli Bangalore,-1,True
Italian Bistro,Indian,Marathahalli,4.5,2000,Yes,Yes,593,7644075461,13 Whitefield Bangalore,-1,True
Vegan Heaven,Fast Food,Brigade Road,4.6,1500,No,No,2432,2845720318,72 Electronic City Bangalore,-1,True
Vegan Heaven,Korean,Brigade Road,3.4,2000,No,No,3500,3866016462,57 MG Road Bangalore,-1,True
Ice Cream Parlor,Mediterranean,BTM Layout,3.5,700,No,No,3755,7375853236,83 BTM Layout Bangalore,-1,True
Curry House,Chinese,Marathahalli,3.5,500,No,Yes,2798,7186693619,69 HSR Layout Bangalore,177,False
Golden Dragon,Continental,Whitefield,4.8,2000,No,Yes,1406,2140155788,69 Indiranagar Bangalore,-1,True
Spice Garden,Indian,Brigade Road,4.5,300,Yes,Yes,1856,6903618086,98 HSR Layout Bangalore,-1,True
Fried Chicken Co,Indian,Brigade Road,3.1,1500,Yes,No,1416,9561912503,49 HSR Layout Bangalore,-1,True
Thai Paradise,Fast Food,Indiranagar,4.7,300,Yes,No,2903,7746435790,98 Whitefield Bangalore,-1,True
Mediterranean Delight,Mexican,MG Road,3.1,1500,No,Yes,235,2340871482,11 Marathahalli Bangalore,-1,True
Spice Garden,Korean,Indiranagar,3.5,1000,No,No,4255,4854748203,7 MG Road Bangalore,178,False
Italian Bistro,Thai,Brigade Road,4.8,1500,No,No,816,6297182564,16 BTM Layout Bangalore,-1,True
Mediterranean Delight,Japanese,BTM Layout,4.7,1000,Yes,Yes,84,9403088444,18 HSR Layout Bangalore,-1,True
Steak House,Continental,Indiranagar,4.6,700,Yes,Yes,3965,6519246130,70 Koramangala Bangalore,-1,True
Sushi House,Chinese,BTM Layout,3.9,300,Yes,No,1695,6179017446,65 JP Nagar Bangalore,-1,True
Italian Bistro,Indian,Marathahalli,3.6,1500,No,Yes,3635,3827270996,87 MG Road Bangalore,-1,True
Ice Cream Parlor,Chinese,BTM Layout,4.8,1500,No,Yes,847,109280214,50 Whitefield Bangalore,-1,True
Spice Garden,Indian,JP Nagar,4.3,500,No,No,4155,6594268154,8 Brigade Road Bangalore,-1,True
Steak House,Italian,Electronic City,3.6,300,No,No,3706,8786437102,76 HSR Layout Bangalore,-1,True
Mediterranean Delight,Mexican,Marathahalli,3.9,700,Yes,No,1709,6044204785,69 MG Road Bangalore,-1,True
Golden Dragon,Mediterranean,Electronic City,4.8,1000,Yes,Yes,87,410294865,55 JP Nagar Bangalore,-1,True
Italian Bistro,Italian,Brigade Road,4.8,700,Yes,Yes,2028,8536115451,43 MG Road Bangalore,-1,True
Curry House,French,Brigade Road,4.3,500,Yes,No,936,1019612559,91 Marathahalli Bangalore,-1,True
Curry House,Korean,JP Nagar,4.5,700,Yes,No,2779,8160587555,21 Marathahalli Bangalore,-1,True
Coffee Corner,French,Koramangala,3.1,1000,No,Yes,3504,7189717055,47 MG Road Bangalore,-1,True
Seafood Shack,Japanese,Electronic City,4.2,300,Yes,No,4724,8840063825,63 Marathahalli Bangalore,-1,True
Burger Palace,Thai,Indiranagar,4.4,2000,No,Yes,3410,8344411003,43 Marathahalli Bangalore,179,False
Bakery Sweet,Mediterranean,JP Nagar,3.0,500,No,No,2713,2350776378,37 MG Road Bangalore,-1,True
Sushi House,Italian,Marathahalli,4.7,1500,Yes,Yes,4286,4597437258,77 JP Nagar Bangalore,-1,True
Curry House,Chinese,Whitefield,4.9,1500,Yes,Yes,4348,5878987866,62 Indiranagar Bangalore,-1,True
Seafood Shack,Chinese,Indiranagar,3.5,300,No,Yes,3525,3067808662,83 JP Nagar Bangalore,-1,True
Fried Chicken Co,Japanese,BTM Layout,4.7,2000,No,Yes,2899,697568743,59 Electronic City Bangalore,-1,True
Thai Paradise,Indian,Brigade Road,4.3,700,No,No,3427,3319967697,59 Koramangala Bangalore,180,False
Vegan Heaven,Chinese,Marathahalli,4.2,1500,No,No,2234,8743404588,13 Electronic City Bangalore,-1,True
Thai Paradise,Korean,JP Nagar,4.7,500,Yes,Yes,4920,9277804467,86 BTM Layout Bangalore,-1,True
Spice Garden,Thai,Electronic City,3.6,2000,No,Yes,4763,6538159532,46 Indiranagar Bangalore,-1,True
Ice Cream Parlor,Mexican,Electronic City,4.6,1000,Yes,Yes,2722,2123939638,32 Marathahalli Bangalore,-1,True
Seafood Shack,Korean,HSR Layout,3.6,700,Yes,No,1189,7090539589,67 HSR Layout Bangalore,-1,True
Ice Cream Parlor,Thai,Brigade Road,4.6,2000,Yes,No,4283,4717716765,73 Brigade Road Bangalore,-1,True
Burger Palace,Continental,Indiranagar,3.9,1000,Yes,No,2512,2273979529,23 BTM Layout Bangalore,-1,True
Fried Chicken Co,Japanese,BTM Layout,3.2,2000,No,No,3282,1037377059,26 JP Nagar Bangalore,-1,True
Golden Dragon,Korean,BTM Layout,3.8,2000,No,Yes,2717,7707856540,71 MG Road Bangalore,-1,True
Spice Garden,Mexican,Brigade Road,3.5,700,Yes,No,297,1918522991,10 Whitefield Bangalore,-1,True
Steak House,Mexican,HSR Layout,3.2,500,No,Yes,575,6009202868,62 Koramangala Bangalore,-1,True
Sushi House,Continental,HSR Layout,3.2,1000,Yes,No,4370,6826515214,5 HSR Layout Bangalore,-1,True
Bakery Sweet,American,Indiranagar,4.6,500,Yes,No,1194,4127479335,80 Whitefield Bangalore,181,False
Coffee Corner,Fast Food,HSR Layout,4.8,1000,No,No,4880,9448523857,73 Koramangala Bangalore,-1,True
Vegan Heaven,Indian,JP Nagar,4.9,700,No,No,4866,6009618981,50 Electronic City Bangalore,182,False
Golden Dragon,Japanese,HSR Layout,4.7,500,No,No,512,8895491582,25 HSR Layout Bangalore,-1,True
Italian Bistro,Continental,Electronic City,4.7,700,No,Yes,3013,2393015493,39 Indiranagar Bangalore,-1,True
Pizza Express,Korean,MG Road,3.1,2000,Yes,Yes,4166,9817383158,38 Marathahalli Bangalore,-1,True
Bakery Sweet,Mediterranean,Koramangala,4.6,2000,Yes,Yes,2028,6085816774,15 Marathahalli Bangalore,-1,True
Sushi House,Mediterranean,Electronic City,4.6,700,Yes,No,3450,6621437486,32 Koramangala Bangalore,-1,True
Sushi House,Japanese,Electronic City,3.3,1000,No,No,4593,179716732,61 Electronic City Bangalore,-1,True
Mexican Fiesta,Fast Food,Whitefield,4.3,2000,No,Yes,2013,9812714976,64 Whitefield Bangalore,-1,True
BBQ Junction,Korean,Whitefield,3.9,1000,Yes,No,4400,3981666640,52 MG Road Bangalore,-1,True
Golden Dragon,Italian,Brigade Road,4.8,500,No,No,1235,3493611192,99 Brigade Road Bangalore,-1,True
Pizza Express,Italian,Whitefield,4.4,1500,Yes,Yes,352,4982555410,24 Whitefield Bangalore,-1,True
Italian Bistro,Indian,Brigade Road,4.9,2000,Yes,No,826,4794221615,40 MG Road Bangalore,-1,True
Bakery Sweet,Korean,Electronic City,3.2,2000,Yes,No,3309,7715282087,57 Indiranagar Bangalore,-1,True
Pizza Express,Mexican,Koramangala,3.1,300,No,Yes,673,1992657944,41 Koramangala Bangalore,-1,True
Taco Bell,Chinese,Indiranagar,4.9,1000,No,No,3906,1548242889,90 Whitefield Bangalore,-1,True
Vegan Heaven,Mediterranean,Indiranagar,3.2,700,Yes,No,1509,6088941013,41 HSR Layout Bangalore,-1,True
Curry House,Fast Food,MG Road,3.8,300,No,Yes,3436,3079774913,23 Electronic City Bangalore,-1,True
Taco Bell,Korean,Marathahalli,4.3,500,No,Yes,4825,909232273,19 Koramangala Bangalore,-1,True
Fried Chicken Co,Korean,Indiranagar,4.8,300,No,No,529,2807479256,46 BTM Layout Bangalore,183,False
Ice Cream Parlor,Chinese,Marathahalli,3.5,300,Yes,Yes,4280,7661252885,11 Whitefield Bangalore,-1,True
Taco Bell,Chinese,HSR Layout,3.1,1500,No,No,1111,39723583,51 JP Nagar Bangalore,-1,True
Curry House,Thai,BTM Layout,4.0,1500,No,No,337,2998689534,47 Marathahalli Bangalore,-1,True
BBQ Junction,Continental,Electronic City,3.9,300,No,No,3689,9124228330,18 MG Road Bangalore,184,False
Mediterranean Delight,American,Koramangala,3.6,1500,Yes,No,1193,6987159947,92 HSR Layout Bangalore,-1,True
Golden Dragon,Indian,Brigade Road,4.7,1500,Yes,Yes,1473,886784104,79 Indiranagar Bangalore,-1,True
Noodle Bar,Mediterranean,Marathahalli,4.5,300,Yes,Yes,707,7933376095,40 Indiranagar Bangalore,40,False
Thai Paradise,Chinese,MG Road,4.7,1000,No,Yes,3135,3123960021,32 HSR Layout Bangalore,-1,True
BBQ Junction,Italian,Indiranagar,3.3,1500,Yes,Yes,1789,2205740969,79 HSR Layout Bangalore,-1,True
Coffee Corner,Japanese,JP Nagar,4.4,300,No,No,2566,8689817661,62 BTM Layout Bangalore,185,False
Curry House,Italian,Indiranagar,5.0,1000,Yes,Yes,2251,365916981,43 Whitefield Bangalore,-1,True
Burger Palace,Thai,Whitefield,4.2,2000,No,No,728,9410615608,37 Koramangala Bangalore,-1,True
Noodle Bar,Thai,Electronic City,3.3,1500,Yes,No,3507,5100181038,67 Koramangala Bangalore,-1,True
Golden Dragon,Chinese,Whitefield,5.0,300,Yes,No,2794,7671460567,40 Whitefield Bangalore,-1,True
Sushi House,Thai,Indiranagar,4.1,1500,No,No,2403,4790353416,51 Electronic City Bangalore,-1,True
Coffee Corner,Continental,JP Nagar,4.7,1000,Yes,No,1698,8601701450,76 BTM Layout Bangalore,-1,True
Mexican Fiesta,Mexican,Whitefield,3.3,300,No,Yes,1729,128275948,16 Marathahalli Bangalore,186,False
Fried Chicken Co,French,Koramangala,4.3,1000,No,No,4016,7263762655,69 Koramangala Bangalore,-1,True
Vegan Heaven,Korean,Whitefield,4.8,2000,No,Yes,2791,9233584745,47 Brigade Road Bangalore,-1,True
Burger Palace,Korean,JP Nagar,4.1,700,No,No,903,5399431173,5 HSR Layout Bangalore,-1,True
BBQ Junction,Chinese,Whitefield,3.6,500,No,No,642,8546539852,89 Electronic City Bangalore,-1,True
Mexican Fiesta,Thai,Marathahalli,3.3,700,No,No,3456,3374775410,56 Indiranagar Bangalore,-1,True
Golden Dragon,Japanese,HSR Layout,3.6,1500,Yes,No,3002,6996127346,11 Brigade Road Bangalore,-1,True
Taco Bell,Mexican,Brigade Road,3.7,1000,Yes,No,1069,7062402401,40 Electronic City Bangalore,-1,True
Sushi House,Indian,Indiranagar,4.4,300,Yes,Yes,1634,2744288170,10 JP Nagar Bangalore,-1,True
Mexican Fiesta,Thai,Marathahalli,3.4,1000,Yes,No,4961,4677563966,8 Electronic City Bangalore,187,False
Pizza Express,Mexican,Brigade Road,3.2,1500,Yes,Yes,2664,8178270940,84 JP Nagar Bangalore,-1,True
Vegan Heaven,American,HSR Layout,3.8,300,Yes,Yes,1921,544198426,99 Indiranagar Bangalore,188,False
Mexican Fiesta,Indian,Marathahalli,3.9,700,No,Yes,1140,5543567136,29 HSR Layout Bangalore,-1,True
Mediterranean Delight,Korean,MG Road,4.3,1000,No,Yes,676,2496851859,33 Indiranagar Bangalore,-1,True
Golden Dragon,American,Marathahalli,4.4,500,No,Yes,4257,1031662901,91 Marathahalli Bangalore,-1,True
Pizza Express,Chinese,Koramangala,4.8,2000,Yes,No,4816,7329693123,46 Indiranagar Bangalore,-1,True
Noodle Bar,Mediterranean,JP Nagar,3.6,2000,No,No,3228,774532235,71 Whitefield Bangalore,-1,True
Thai Paradise,Chinese,Indiranagar,4.1,1500,No,No,75,1578347919,23 Koramangala Bangalore,-1,True
Vegan Heaven,Japanese,Electronic City,3.7,1500,No,No,3098,1859896488,50 HSR Layout Bangalore,-1,True
Noodle Bar,Continental,Brigade Road,3.0,1000,No,Yes,671,1771960449,91 Whitefield Bangalore,-1,True
Taco Bell,Mexican,Whitefield,4.2,700,Yes,No,3535,4125055688,5 JP Nagar Bangalore,189,False
Curry House,Continental,Indiranagar,4.6,700,No,No,766,3140492662,42 Koramangala Bangalore,-1,True
Golden Dragon,Mediterranean,Electronic City,3.1,500,No,No,2710,4831204812,11 HSR Layout Bangalore,-1,True
Coffee Corner,Continental,HSR Layout,3.0,500,No,Yes,1791,2696020864,73 Koramangala Bangalore,-1,True
Spice Garden,Indian,Marathahalli,4.5,1000,Yes,Yes,3122,6220462490,1 Koramangala Bangalore,-1,True
Ice Cream Parlor,Indian,Electronic City,4.4,300,Yes,Yes,3783,6770381050,62 Indiranagar Bangalore,-1,True
Burger Palace,Fast Food,MG Road,3.8,700,No,Yes,4514,5058437338,44 Brigade Road Bangalore,-1,True
Ice Cream Parlor,American,Indiranagar,4.3,300,No,Yes,2824,237021589,93 Koramangala Bangalore,-1,True
Coffee Corner,Japanese,Indiranagar,4.9,300,Yes,No,1895,8942788094,69 BTM Layout Bangalore,-1,True
Mediterranean Delight,Korean,Indiranagar,3.5,1000,Yes,Yes,4287,9826811479,80 Whitefield Bangalore,190,False
Coffee Corner,Continental,JP Nagar,3.5,500,No,No,63,4738346846,78 HSR Layout Bangalore,-1,True
Burger Palace,Thai,HSR Layout,3.4,300,Yes,No,2808,3114111376,40 Whitefield Bangalore,191,False
Taco Bell,Thai,JP Nagar,4.4,1000,Yes,No,580,4657764597,64 HSR Layout Bangalore,192,False
Thai Paradise,Mediterranean,Indiranagar,3.7,500,Yes,Yes,2928,6497353492,17 HSR Layout Bangalore,193,False
Mediterranean Delight,Japanese,MG Road,5.0,300,No,No,3454,1020512741,73 Brigade Road Bangalore,-1,True
Italian Bistro,Japanese,Whitefield,4.4,300,Yes,No,487,1227473821,32 MG Road Bangalore,-1,True
Golden Dragon,Indian,MG Road,3.7,500,Yes,Yes,432,5315393933,97 JP Nagar Bangalore,-1,True
Steak House,Korean,Brigade Road,3.3,2000,No,No,1339,7082443363,42 BTM Layout Bangalore,-1,True
Sushi House,Mexican,HSR Layout,4.2,500,No,Yes,2902,9283397637,7 Brigade Road Bangalore,-1,True
Spice Garden,Korean,Marathahalli,3.6,1500,No,Yes,2087,9181925687,39 Brigade Road Bangalore,10,False
Burger Palace,Italian,Indiranagar,4.8,1500,Yes,Yes,3766,5749983074,85 HSR Layout Bangalore,-1,True
Steak House,Japanese,Electronic City,3.9,1000,Yes,No,2502,8287599776,15 HSR Layout Bangalore,-1,True
Bakery Sweet,Chinese,Whitefield,3.6,1000,No,No,935,6262847222,98 JP Nagar Bangalore,-1,True
Ice Cream Parlor,French,Marathahalli,4.2,700,No,No,3544,7860520912,4 HSR Layout Bangalore,-1,True
Italian Bistro,Japanese,BTM Layout,3.3,1500,No,Yes,3064,6514020213,12 BTM Layout Bangalore,194,False
Bakery Sweet,Mediterranean,MG Road,4.1,500,No,No,4032,4294698758,98 Indiranagar Bangalore,-1,True
Coffee Corner,Continental,Whitefield,3.1,1500,No,No,4224,7318597739,60 MG Road Bangalore,-1,True
Taco Bell,Chinese,BTM Layout,4.2,2000,Yes,Yes,358,4086099280,88 MG Road Bangalore,195,False
Noodle Bar,Mediterranean,JP Nagar,4.1,1000,Yes,No,776,5430600180,55 JP Nagar Bangalore,-1,True
Coffee Corner,American,BTM Layout,4.0,2000,No,No,3154,7008706713,53 Whitefield Bangalore,-1,True
Golden Dragon,French,Marathahalli,4.4,1000,Yes,Yes,2987,1544709103,85 Indiranagar Bangalore,-1,True
BBQ Junction,French,HSR Layout,3.1,2000,No,Yes,1763,1964401460,38 BTM Layout Bangalore,-1,True
Golden Dragon,Indian,MG Road,3.9,1000,Yes,No,3921,6118793483,59 JP Nagar Bangalore,196,False
BBQ Junction,Japanese,Whitefield,3.9,500,Yes,No,762,9740692673,41 HSR Layout Bangalore,-1,True
BBQ Junction,Indian,BTM Layout,3.9,2000,No,Yes,1000,5967264654,92 JP Nagar Bangalore,-1,True
Mediterranean Delight,Thai,MG Road,5.0,300,No,Yes,1485,2912121089,3 JP Nagar Bangalore,-1,True
Taco Bell,Mediterranean,Whitefield,3.3,1000,No,Yes,4615,4876539966,65 Indiranagar Bangalore,-1,True
Spice Garden,Italian,Whitefield,4.4,1500,No,No,1588,836817332,40 HSR Layout Bangalore,-1,True
Coffee Corner,Italian,Marathahalli,3.8,300,Yes,Yes,2662,9380898085,11 MG Road Bangalore,-1,True
Mediterranean Delight,Thai,MG Road,4.0,1500,Yes,No,2218,7777006897,84 Whitefield Bangalore,-1,True
Vegan Heaven,American,Marathahalli,4.5,1000,No,Yes,2247,4786928470,70 Brigade Road Bangalore,-1,True
Thai Paradise,Italian,BTM Layout,3.3,500,Yes,No,2250,214887425,60 BTM Layout Bangalore,-1,True
Italian Bistro,Mediterranean,Brigade Road,4.5,300,No,Yes,3101,7566688024,43 BTM Layout Bangalore,-1,True
Italian Bistro,Italian,HSR Layout,3.1,300,No,Yes,1720,3003431492,41 Koramangala Bangalore,-1,True
Fried Chicken Co,Thai,Brigade Road,4.0,1000,No,No,4719,6317916792,36 BTM Layout Bangalore,197,False
Sushi House,Chinese,Koramangala,4.5,2000,No,Yes,3184,5317188792,24 MG Road Bangalore,-1,True
Pizza Express,Continental,Indiranagar,3.4,1000,No,Yes,3414,7494127035,57 Electronic City Bangalore,-1,True
Pizza Express,Continental,Brigade Road,4.5,1000,Yes,No,2165,8794678272,55 JP Nagar Bangalore,-1,True
Ice Cream Parlor,Indian,JP Nagar,3.3,700,Yes,No,274,368969400,94 MG Road Bangalore,-1,True
Mexican Fiesta,Fast Food,HSR Layout,4.6,500,Yes,Yes,896,8324664749,42 Marathahalli Bangalore,-1,True
Golden Dragon,Mexican,Indiranagar,3.9,2000,No,Yes,4119,3523799292,1 Indiranagar Bangalore,-1,True
Pizza Express,Mediterranean,BTM Layout,4.4,500,No,No,3006,5791090618,90 BTM Layout Bangalore,198,False
Ice Cream Parlor,Indian,Marathahalli,4.8,1000,Yes,No,4437,9364468388,74 Brigade Road Bangalore,-1,True
Sushi House,French,JP Nagar,3.8,700,Yes,No,2311,7098274526,84 BTM Layout Bangalore,-1,True
Pizza Express,Fast Food,Indiranagar,3.5,1000,No,No,1633,1218275057,81 Indiranagar Bangalore,-1,True
Taco Bell,Korean,Indiranagar,4.7,1000,Yes,Yes,1020,9265014635,80 Electronic City Bangalore,-1,True
Taco Bell,Italian,Whitefield,3.3,500,No,Yes,4022,1492058973,96 Marathahalli Bangalore,-1,True
Vegan Heaven,Italian,Koramangala,4.3,700,No,Yes,1266,7423643229,9 Indiranagar Bangalore,-1,True
Taco Bell,American,Marathahalli,4.8,500,No,No,1688,5730347618,95 HSR Layout Bangalore,-1,True
Steak House,Continental,BTM Layout,4.3,1000,Yes,No,2171,2808619602,27 BTM Layout Bangalore,199,False
Pizza Express,Indian,MG Road,3.4,1500,No,Yes,4770,6214286005,22 HSR Layout Bangalore,-1,True
Seafood Shack,Korean,Brigade Road,3.3,300,No,No,2761,3081029033,47 Whitefield Bangalore,-1,True
Ice Cream Parlor,Continental,HSR Layout,3.5,2000,Yes,No,1336,5285658174,85 Brigade Road Bangalore,-1,True
Mediterranean Delight,Italian,Koramangala,3.8,1000,No,Yes,3207,1647956018,37 Marathahalli Bangalore,200,False
Taco Bell,French,Whitefield,3.3,2000,No,Yes,107,6633293952,42 Whitefield Bangalore,130,False
Sushi House,American,Whitefield,4.6,700,Yes,No,1734,9705103560,25 Whitefield Bangalore,-1,True
Seafood Shack,Indian,Indiranagar,3.7,1500,Yes,Yes,3538,2559566971,3 Indiranagar Bangalore,201,False
Mexican Fiesta,American,Electronic City,4.9,2000,No,Yes,1354,9096010023,3 Koramangala Bangalore,-1,True
Mediterranean Delight,Indian,Brigade Road,4.7,2000,Yes,No,1680,4412713682,68 Marathahalli Bangalore,-1,True
Fried Chicken Co,Japanese,Koramangala,4.8,700,Yes,No,4130,2673043761,45 JP Nagar Bangalore,-1,True
Pizza Express,Japanese,Indiranagar,3.6,1000,No,No,4353,5368617586,37 Electronic City Bangalore,-1,True
Steak House,Continental,Koramangala,4.1,1000,No,No,1216,4760469624,34 Brigade Road Bangalore,173,False
BBQ Junction,Thai,JP Nagar,3.6,300,No,Yes,462,7889417634,60 Koramangala Bangalore,-1,True
Noodle Bar,Mediterranean,Marathahalli,3.5,700,No,No,1668,9918587088,74 Whitefield Bangalore,-1,True
Steak House,American,HSR Layout,4.2,1500,No,No,2827,3035383971,95 JP Nagar Bangalore,-1,True
Vegan Heaven,Thai,Brigade Road,4.6,300,No,Yes,789,6759572187,89 BTM Layout Bangalore,-1,True
Seafood Shack,American,Whitefield,3.2,700,Yes,Yes,4949,9445516278,2 Electronic City Bangalore,-1,True
Thai Paradise,Italian,Electronic City,3.6,1000,No,Yes,4564,2575923803,73 Koramangala Bangalore,-1,True
Taco Bell,Mexican,BTM Layout,3.4,300,Yes,No,968,9076619577,94 Brigade Road Bangalore,-1,True
Thai Paradise,American,MG Road,4.6,1000,Yes,No,2298,4713914256,89 HSR Layout Bangalore,-1,True
Curry House,Italian,Marathahalli,4.9,500,No,Yes,4132,5113674908,95 Electronic City Bangalore,-1,True
Steak House,Korean,Brigade Road,3.2,500,Yes,No,4225,7084799168,29 BTM Layout Bangalore,-1,True
Thai Paradise,Japanese,JP Nagar,3.8,300,No,Yes,1553,6834601198,14 Koramangala Bangalore,170,False
BBQ Junction,Thai,Brigade Road,4.8,300,Yes,No,3277,2802911054,28 Indiranagar Bangalore,-1,True
Ice Cream Parlor,Fast Food,BTM Layout,3.7,700,Yes,Yes,877,4858363031,8 Marathahalli Bangalore,-1,True
Seafood Shack,Mexican,HSR Layout,4.4,1500,Yes,Yes,3281,4113626823,39 Electronic City Bangalore,202,False
Mediterranean Delight,French,HSR Layout,3.2,1500,Yes,Yes,2923,602849918,43 Marathahalli Bangalore,-1,True
Fried Chicken Co,Japanese,Koramangala,3.9,500,Yes,Yes,1667,5835653751,37 JP Nagar Bangalore,-1,True
Fried Chicken Co,Thai,Indiranagar,4.0,500,Yes,Yes,1235,5089673703,27 HSR Layout Bangalore,-1,True
Bakery Sweet,Continental,HSR Layout,4.5,500,No,Yes,1734,5962991809,53 Marathahalli Bangalore,203,False
Thai Paradise,Mexican,Electronic City,3.6,1000,Yes,No,559,914057914,73 Whitefield Bangalore,204,False
Italian Bistro,French,MG Road,3.5,1500,No,No,744,2150753417,77 JP Nagar Bangalore,-1,True
Fried Chicken Co,Chinese,JP Nagar,3.6,300,No,Yes,3329,5520760791,63 Electronic City Bangalore,205,False
